DBN,School,District,Borough,Schoolnum,ThreeELA,ThreeMath,FourELA,FourMath,FiveELA,FiveMath,SixELA,SixMath,SevenELA,SevenMath,EightELA,EightMath,AllGradeELA,AllGradeMath
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20,Brooklyn,609,,,,,,,39.66,39.66,42.42,47.83,54.90,23.08,45.14,39.16
12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,12,Bronx,372,,,,,,,5.80,19.12,13.11,3.13,14.29,0.00,10.75,7.89
08X371,URBAN INSTITUTE OF MATHEMATICS,8,Bronx,371,,,,,,,40.91,36.67,43.24,34.23,47.73,18.18,43.90,30.10
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,12,Bronx,463,25.00,9.52,15.00,13.16,9.09,15.56,,,,,,,16.13,12.80
09X325,URBAN SCIENCE ACADEMY,9,Bronx,325,,,,,,,8.11,3.95,5.56,1.04,10.64,5.00,8.14,3.31
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,19,Brooklyn,654,,,,,,,2.74,6.58,6.36,2.65,5.71,1.89,5.21,3.39
27Q319,VILLAGE ACADEMY,27,Queens,319,,,,,,,17.31,11.21,11.96,5.26,28.18,8.14,19.61,8.33
19K661,VISTA ACADEMY,19,Brooklyn,661,,,,,,,25.23,19.30,26.13,21.62,21.93,28.81,24.40,23.32
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,3,Manhattan,415,,,,,,,0.00,0.00,18.18,0.00,25.00,0.00,14.29,0.00
06M366,WASHINGTON HEIGHTS ACADEMY,6,Manhattan,366,40.38,30.19,45.61,42.86,41.86,55.81,37.70,49.18,43.75,47.92,,,41.76,44.83
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,Manhattan,348,,,,,,,22.08,15.38,44.87,47.44,32.94,15.29,33.33,25.73
27Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,27,Queens,317,28.17,26.76,45.57,42.50,38.10,32.81,,,,,,,37.56,34.42
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,27,Queens,318,,,,,,,20.00,11.27,21.13,6.94,28.13,4.48,22.93,7.62
27Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,27,Queens,362,34.07,39.13,44.44,34.57,18.18,19.12,,,,,,,33.19,31.95
10X243,WEST BRONX ACADEMY FOR THE FUTURE,10,Bronx,243,,,,,,,28.17,15.28,23.26,4.71,32.43,3.92,27.71,8.17
03M291,WEST END SECONDARY SCHOOL,3,Manhattan,291,,,,,,,68.50,69.29,,,,,68.50,69.29
03M421,WEST PREP ACADEMY,3,Manhattan,421,,,,,,,19.64,19.64,23.64,12.73,27.45,12.00,23.46,14.91
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,25,Queens,285,,,,,,,39.44,41.43,53.62,37.68,52.86,,48.57,39.57
28Q284,YORK EARLY COLLEGE ACADEMY,28,Queens,284,,,,,,,52.22,72.22,65.93,36.26,70.21,,62.91,54.14
02M151,YORKVILLE COMMUNITY SCHOOL,2,Manhattan,151,67.47,69.77,71.03,67.89,51.95,50.00,,,,,,,64.42,63.27
02M177,YORKVILLE EAST MIDDLE SCHOOL,2,Manhattan,177,,,,,,,46.25,61.25,58.82,82.00,,,51.15,69.23
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,7,Bronx,369,16.67,8.11,13.04,16.67,5.71,5.71,,,,,,,11.70,9.38
16K636,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORATION,16,Brooklyn,636,40.74,18.52,40.91,4.76,29.17,13.04,,,,,,,36.99,12.68
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,4,Manhattan,610,,,,,,,40.91,29.55,52.38,45.24,55.56,22.22,49.62,32.06
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,14,Brooklyn,614,,,,,,,31.71,19.05,32.43,13.16,36.11,16.67,33.33,16.38
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,9,Bronx,568,,,,,,,32.89,40.79,57.58,40.91,37.84,54.05,42.13,45.37
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",30,Queens,286,,,,,,,55.26,65.79,67.09,39.74,60.00,36.00,60.87,47.16
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",28,Queens,896,,,,,,,77.78,69.44,81.01,58.23,76.81,50.72,78.64,59.55
